A;B
The annual river cleanup is happening this weekend. We're looking...;Notice: The Water Main on Jefferson Ave Will Be Shut...
Iím trying to find a home for a friendly stray...;The annual river cleanup is happening this weekend.
The environmental club is leading a cleanup at Beachy Head...;I‚Äôm trying to find a home for a friendly stray...
Heads up! A community garage sale is set for next...;This Saturday Cleanup at Beachy Head
Experienced babysitter available! I'm certified in CPR and have five...;Heads Up! Community Garage Sale Next Sunday
I'm planning a plant exchange next month. Bring your cuttings,...;Experienced babysitter available!
Lost Dog Alert: Missing from near Central Park since yesterday....;Bring Your Cuttings, Seedlings, or Potted Plants
Street Fair this Saturday! Join us from noon to 5...;LOST DOG ALERT: Brown and white spaniel with a red...
Reminder: School board meeting tonight at 8 PM in the...;Street Fair this Saturday! Join us from noon to 5...
Book Lover's Club is meeting this Wednesday at the library....;Important discussions on budget and new school policies tonight
Yard waste pickup starts this Friday. Please have your leaves...;The Great Gatsby
A new coffee shop, Bean There, is opening on Elm...;Yard Waste Pickup Starts This Friday
Community Alert: Be on the lookout for suspicious activity near...;Free Coffee Samples This Monday
Fitness Fun Day at the Community Center this Wednesday at...;Community Alert: Be on the lookout for suspicious activity near...
Seeking volunteers for the local food pantry this Saturday. Help...;Fitness Fun Day at the Community Center
Got extra garden tools? The community garden is accepting donations....;Seeking Volunteers This Saturday
My daughter is raising money for her school trip by...;Got Extra Garden Tools?
Bike Sale: Selling several gently used bikes Saturday at 111...;My daughter is raising money for her school trip by...
Found Cat: Grey tabby found near Willow Park. Appears well...;Bike Sale: Saturday at 111 Maple Ave. Great deals for...
Local artist showcase at the Art Center this Friday. Come...;Grey Tabby Found Near Willow Park
Karaoke night at the Oak Tree Tavern this Thursday night!...;Local Artist Showcase This Friday
Free cooking class at the public kitchen this Monday. Learn...;Karaoke Night This Thursday
Garage Sale Tips Workshop at the Community Hall this Tuesday...;FREE Cooking Class This Monday
Need help with fall leaf removal? Contact Jake at 555-2341....;Garage Sale Tips Workshop
Join the Historic Walk through old town this Saturday morning....;Affordable Rates for Gardens and Driveways Cleaning
Puppy Training Sessions start next week at the Animal Welfare...;Join the Historic Walk this Saturday morning
Local theater group holding auditions for 'Romeo and Juliet'. Experienced...;Puppy Training Sessions Start Next Week
Anyone know of a good piano tuner in the area?...;Romeo and Juliet Auditions
Neighborhood Watch Introduction meeting this Thursday at the town hall...;Good Piano Tuner Needed
Annual Pancake Breakfast at the firehouse this weekend. Come enjoy...;Neighborhood Watch Introduction Meeting this Thursday
Lost Keys near Market Street. Set of car and house...;Annual Pancake Breakfast
I found a set of keys near the bus stop...;Lost Keys near Market Street
Found: A small pouch containing various crafting tools, left behind...;I FOUND A SET OF KEYS NEAR THE BUS STOP...
Volunteers are needed for the downtown clean-up day next Saturday....;Found: A small pouch containing various crafting tools
The local theater is holding auditions for its summer production...;Meet at the town square at 9 AM ready to...
A friendly reminder that property taxes are due at the...;Auditions for Grease Production
Lost: A blue and white striped beach towel, left on...;Property Taxes Due at the End of the Month
Iím trying to find a home for a friendly stray...;LOST: A blue and white striped beach towel
I'm offering free tech help for seniors this Friday at...;I'm Trying to Find a Home for a Friendly Stray...
A wallet was found near the outdoor gym in Central...;I'm offering free tech help for seniors this Friday at...
The local art club is holding an outdoor painting session...;Wallet Found Near Outdoor Gym in Central Park
Attention, gardeners! The community garden is now accepting applications for...;Outdoor Painting Session This Sunday
Lost: A gold bracelet in the vicinity of Pine Street...;Attention, gardeners! The community garden is now accepting applications for...
The community college is offering a series of free workshops...;LOST: Gold bracelet in Pine Street Market
"The public library is starting a new series called ""Meet...";Financial Literacy Workshops at the Community College
We're starting a community cycling group that will meet every...;Meet the Author
Our local history group is seeking old photographs and stories...;Every Sunday Morning Cycling Group
Lost: A small drone with a camera attachment was last...;Our Local History Group Seeks Old Photographs
Volunteers needed! The community garden is looking for extra hands...;Lost: A small drone with a camera attachment was last...
Let's clean up our beaches! I'm organizing a beach clean-up...;Volunteers Needed for Community Garden
