A;B
I've Just Started A Blog About Our Neighborhood's History And...;I've just started a blog about our neighborhoodís history and...
Attention all pet owners: A free vaccination clinic for pets...;Attention all pet owners: A free vaccination clinic for pets...
The local volunteer fire department is hosting an open house...;The local volunteer fire department is hosting an open house...
If anyone needs help setting up their new computers or...;If anyone needs help setting up their new computers or...
Join Us For A Night At The Movies In The...;Join us for a night at the movies in the...
Don‚Äôt Miss Out on Great Bargains Right in Your Own...;Reminder: The annual neighborhood garage sale is happening this Sunday...
Get Your Sneakers On for the Charity Run Next Month!;Get your sneakers on for the charity run next month!...
Start Your Week with Some Peace and Tranquility;A meditation and yoga session will be held every Sunday...
The Author of the Month;The local library is introducing 'author of the month' series...
LOST: A Blue and White Striped Beach Towel;Lost: A blue and white striped beach towel, left on...
Beautifying Our Public Spaces;The city park department is looking for volunteers to help...
Local Pet Shelter in Desperate Need of Foster Homes;Our local pet shelter is in desperate need of foster...
Volunteer Drivers Needed for Weekly Grocery Shopping Trips;The seniors' center is looking for volunteer drivers to help...
Community Alert: There have been reports of suspicious activities in...;Community Alert: There have been reports of suspicious activities in...
I‚Äôm Organizing a Winter Clothing Drive for the Homeless Shelter...;Iím organizing a winter clothing drive for the homeless shelter...
Attention, Pet Owners: Reports of Increased Tick Activity in Local...;Attention, pet owners! There have been reports of increased tick...
Water Main Shut Off on Jefferson Ave Tomorrow;Notice: The water main on Jefferson Ave will be shut...
The Annual River Cleanup;The annual river cleanup is happening this weekend. We're looking...
I'm trying to find a home for a friendly stray...;Iím trying to find a home for a friendly stray...
BEACHY HEAD CLEANUP THIS SATURDAY;The environmental club is leading a cleanup at Beachy Head...
Heads Up! Community Garage Sale Next Sunday at Pine Grove...;Heads up! A community garage sale is set for next...
Experienced babysitter available!;Experienced babysitter available! I'm certified in CPR and have five...
I'm Planning A Plant Exchange;I'm planning a plant exchange next month. Bring your cuttings,...
LOST DOG ALERT: Missing from near Central Park since yesterday....;Lost Dog Alert: Missing from near Central Park since yesterday....
Street Fair this Saturday!;Street Fair this Saturday! Join us from noon to 5...
Important discussions on budget and new school policies tonight at...;Reminder: School board meeting tonight at 8 PM in the...
The Great Gatsby;Book Lover's Club is meeting this Wednesday at the library....
Yard Waste Pickup Starts This Friday;Yard waste pickup starts this Friday. Please have your leaves...
FREE Coffee Samples at New Coffee Shop, Bean There;A new coffee shop, Bean There, is opening on Elm...
Community Alert: Be on the lookout for suspicious activity near...;Community Alert: Be on the lookout for suspicious activity near...
Fitness Fun Day at the Community Center this Wednesday at...;Fitness Fun Day at the Community Center this Wednesday at...
Help Needed at Local Food Pantry This Saturday;Seeking volunteers for the local food pantry this Saturday. Help...
Got Extra Garden Tools?;Got extra garden tools? The community garden is accepting donations....
Offering Pet Sitting Services;My daughter is raising money for her school trip by...
Bike Sale: Saturday at 111 Maple Ave.;Bike Sale: Selling several gently used bikes Saturday at 111...
Grey Tabby Found Near Willow Park;Found Cat: Grey tabby found near Willow Park. Appears well...
Local Artist Showcase This Friday;Local artist showcase at the Art Center this Friday. Come...
Karaoke Night at the Oak Tree Tavern this Thursday;Karaoke night at the Oak Tree Tavern this Thursday night!...
Free Cooking Class at Public Kitchen this Monday;Free cooking class at the public kitchen this Monday. Learn...
Garage Sale Tips Workshop;Garage Sale Tips Workshop at the Community Hall this Tuesday...
Need Help with Fall Leaf Removal?;Need help with fall leaf removal? Contact Jake at 555-2341....
Historic Walk through old town this Saturday morning;Join the Historic Walk through old town this Saturday morning....
Puppy Training Sessions Start Next Week;Puppy Training Sessions start next week at the Animal Welfare...
Romeo and Juliet Auditions;Local theater group holding auditions for 'Romeo and Juliet'. Experienced...
Get Piano Tuner in the Area;Anyone know of a good piano tuner in the area?...
Join us to learn how you can help keep our...;Neighborhood Watch Introduction meeting this Thursday at the town hall...
Annual Pancake Breakfast at the firehouse this weekend.;Annual Pancake Breakfast at the firehouse this weekend. Come enjoy...
LOST KEYS NEAR MARKET STREET;Lost Keys near Market Street. Set of car and house...
I FOUND A SET OF KEYS NEAR THE BUS STOP...;I found a set of keys near the bus stop...
Found: A small pouch containing various crafting tools;Found: A small pouch containing various crafting tools, left behind...
Meet at the town square at 9 AM;Volunteers are needed for the downtown clean-up day next Saturday....
GREASE Auditions Next Week;The local theater is holding auditions for its summer production...
Property Taxes Due;A friendly reminder that property taxes are due at the...
LOST: A Blue and White Striped Beach Towel;Lost: A blue and white striped beach towel, left on...
I'm Trying to Find a Home for a Friendly Stray...;Iím trying to find a home for a friendly stray...
I'm Offering Free Tech Help for Seniors This Friday at...;I'm offering free tech help for seniors this Friday at...
Wallet Found in Central Park;A wallet was found near the outdoor gym in Central...
The Local Art Club's Outdoor Painting Session;The local art club is holding an outdoor painting session...
