Subject Line A;Subject Line B
Lost: A silver wristwatch near the tennis courts. It has...; Reward for lost silver wristwatch near tennis courts
The town council is seeking input on the new park...; Share Your Thoughts
Reminder: Next week's waste collection will be on Wednesday, not...; Reminder: Waste Collection
Found Cat: An orange tabby with no collar was found...;Found Cat
Local art exhibition this weekend at the community center. Come...; Come support our talented artists
For rent: A two-bedroom apartment with a lovely view of...; A Two-Bedroom Apartment With A View
Yoga classes starting next month at the park. Experienced instructors,...; Experienced instructors welcome
The library is extending its hours for finals week. Students...; Library Extends Hours
Neighborhood BBQ this Saturday! Bring your favorite dish and join...; Join us for a potluck dinner
Lost dog: A black Labrador, last seen near the grocery...; Call if you see him
Attention all! A red bicycle was found locked outside the...; Library finds red bicycle
Looking for fellow crafters interested in starting a weekly crafting...; Crafting Community
Safety tip: With the recent storms, ensure that all outdoor...; Avoid potential damages and injuries
Traveling book club meets next Monday. This month's book is...; Traveling Book Club
Hiking group! Interested in exploring local trails with fellow outdoor...; Join us for outdoor adventure
Found bicycle near the community hall. It's a children's bike,...; Please claim your lost bicycle
Health awareness workshop on managing stress, hosted by the wellness...; Stress management
Artisans market! Local craftspeople will be selling homemade goods this...; Local Craftspeople
Traffic note: Roadworks on Main St. starting next week. Expect...; Expect detours and delays
Community cooking class: Learn how to make Italian dishes from...; Limited Slots
The local animal shelter is seeking donations of pet food,...; Support Our Furry Friends
Reminder for all gardening enthusiasts! Join our monthly gardening club...; Gardening Swap This Saturday
Does anyone want to join a fantasy football league? I'm...; Fantasy Football League with Local Folks
Community Potluck! Bring your favorite dish and join us at...; Join Our Community Potluck
Fitness Challenge: We are starting a community fitness challenge next...; Sign-up Details
Opportunity to Volunteer! Local food bank needs volunteers this weekend....; Local food bank needs volunteers
Book Club Alert: Our neighborhood book club is reading 'The...; Book Club
Jazz Nights are back at the local cafe! Come enjoy...; Jazz every Friday evening
Lost Dog: A golden retriever named Buddy has gone missing...; Golden Retriever Missing
Tech Workshop: Learn the basics of computer programming at our...; Great for beginners of all ages
Yard Sale this Saturday! Multiple houses participating on Maple Street....; Come find some treasures
Photography Club: Join us for a photography walk next Sunday....; Learn Photography Tips
Cycling Group: Interested in joining a weekend cycling group? Meet...; All Skill Levels Welcome
I'm launching a local newsletter focused on community events, small...;Local Newsletter
Neighborhood Watch Meeting: Keep our community safe by joining the...; Join the Neighborhood Watch
Karaoke Night at the local bar this Thursday! Show off...; Show off your singing skills
Reminder: School registration is open. Please register your children for...; Register your children for school
DIY Workshop: Learn how to create your own home decorations...; Learn to Create Home Decorations
Road Closure Alert: Main Street will be closed this weekend...; Plan your routes accordingly
Puppet Show for Kids: Bring your kids to the community...; Fun for the whole family
Historical Society Lecture: Join us for a lecture on the...; Refreshments will be provided this Tuesday
Fitness Bootcamp: Get in shape with our morning fitness boot...; Join our morning fitness boot camp at the park
Garden Exchange: Swap plants and gardening tips with fellow garden...; Botanical Garden next Saturday
Volunteer at the Senior Center: Spend time with our senior...; Spend time with seniors
